ticket_number,subject,description,department,category,priority,ward,is_spam,submit_count,created_at,resolution_hours,sla_breached,status
CMP-175674,Road flooding,"Every time it rains, the street gets flooded with knee-deep water because the roadside storm drains are blocked.",roads,roads,low,Ward 9,0,2,2026-05-17T10:27:40.499022,179.33,1,resolved
CMP-897905,Stray dog menace,"A pack of aggressive stray dogs has gathered near the children's park in Ward 5, attacking passersby.",general,general,low,Ward 5,0,1,2026-04-06T04:33:40.499022,97.79,0,resolved
CMP-643830,Transformer sparking,The electric transformer near the local market is sparking and emitting smoke. It could catch fire.,electricity,electricity,critical,Ward 2,0,1,2026-05-04T16:10:40.499022,1.44,0,resolved
CMP-113607,Garbage dump overflow,The municipal garbage bin has not been cleared for a week. Garbage is spilling and dogs are scattering it.,sanitation,sanitation,low,Ward 8,0,1,2026-04-11T09:52:40.499022,46.59,0,resolved
CMP-658090,Meter billing issue,My digital electricity meter is running twice as fast even when all switches are turned off.,electricity,electricity,low,Ward 5,0,1,2026-04-27T15:24:40.499022,14.41,0,resolved
CMP-447222,Low water pressure,The municipal water pressure is extremely low. It takes hours to fill a single bucket.,water,water,medium,Ward 9,0,1,2026-05-15T22:34:40.499022,8.73,0,resolved
CMP-618554,No water supply,We have not received any drinking water supply for the last 3 days in Ward 5. Please look into this urgently.,water,water,low,Ward 5,0,1,2026-04-25T12:17:40.499022,20.82,0,resolved
CMP-857718,Public toilet unhygienic,The public toilet near Ward 4 bus stand has no running water and is extremely filthy.,sanitation,sanitation,low,Ward 4,0,2,2026-05-08T22:15:40.499022,30.96,0,resolved
CMP-115695,Dead animal removal,A dead stray dog is lying on the side of the road near Ward 9 park. It is smelling terrible.,sanitation,sanitation,low,Ward 9,0,2,2026-04-23T21:08:40.499022,51.01,0,resolved
CMP-514356,Contaminated water,The drinking water supplied today is yellow and smells like drainage. It is completely unfit for consumption.,water,water,medium,Ward 2,0,2,2026-04-07T16:30:40.499022,19.71,0,resolved
CMP-869737,Public toilet unhygienic,The public toilet near Ward 5 bus stand has no running water and is extremely filthy.,sanitation,sanitation,low,Ward 5,0,1,2026-05-28T02:39:40.499022,76.96,0,rejected
CMP-994749,Loudspeaker noise pollution,Loud music is being played at high volume after midnight from the party hall near Ward 3 hospital.,general,general,low,Ward 3,0,1,2026-05-01T19:49:40.499022,120.33,1,resolved
CMP-244343,No water supply,We have not received any drinking water supply for the last 3 days in Ward 7. Please look into this urgently.,water,water,low,Ward 7,0,2,2026-05-02T23:07:40.499022,13.72,0,resolved
CMP-907478,Public toilet unhygienic,The public toilet near Ward 3 bus stand has no running water and is extremely filthy.,sanitation,sanitation,low,Ward 3,0,2,2026-05-16T17:51:40.499022,83.37,0,resolved
CMP-561398,Loudspeaker noise pollution,Loud music is being played at high volume after midnight from the party hall near Ward 10 hospital.,general,general,low,Ward 10,0,2,2026-05-13T05:32:40.499022,56.31,0,resolved
CMP-274998,No water supply,We have not received any drinking water supply for the last 3 days in Ward 2. Please look into this urgently.,water,water,low,Ward 2,0,1,2026-05-10T02:41:40.499022,20.05,0,resolved
CMP-243564,No garbage collection,The municipal waste collection truck has skipped our sector for the last four days.,sanitation,sanitation,low,Ward 3,0,2,2026-04-21T22:28:40.499022,85.02,0,resolved
CMP-157008,Promotional Alert,"Get rich quick, crypto tokens trading signal. Join our telegram channel for profits.",general,spam,low,Ward 5,1,26,2026-05-24T21:46:40.499022,0.0,0,rejected
CMP-804768,No receipt generated,"The payment for property tax was successful, but no digital receipt was generated or sent.",billing,billing,low,Ward 7,0,1,2026-05-27T03:13:40.499022,41.59,0,resolved
CMP-530261,Property registration link,Unable to link my property tax ID to my mobile number on the municipal portal.,property_tax,property_tax,low,Ward 10,0,1,2026-04-13T00:44:40.499022,123.45,1,resolved
CMP-134324,Garbage dump overflow,The municipal garbage bin has not been cleared for a week. Garbage is spilling and dogs are scattering it.,sanitation,sanitation,low,Ward 6,0,1,2026-05-28T15:31:40.499022,50.0,0,resolved
CMP-341102,Traffic light malfunction,The traffic lights at the main crossing are flashing yellow and causing traffic jams.,roads,roads,medium,Ward 1,0,1,2026-05-31T08:00:40.499022,104.51,1,resolved
CMP-153234,Double payment charge,I paid my electricity bill through the portal. The money was debited twice but the status is still unpaid.,billing,billing,low,Ward 7,0,1,2026-05-24T13:24:40.499022,59.45,0,resolved
CMP-299098,Dead animal removal,A dead stray dog is lying on the side of the road near Ward 8 park. It is smelling terrible.,sanitation,sanitation,low,Ward 8,0,2,2026-05-16T03:10:40.499022,87.17,0,rejected
CMP-707876,Drainage leakage,Sewage water is overflowing from the main manhole and entering our house compound in Ward 8.,water,water,medium,Ward 8,0,1,2026-04-16T01:44:40.499022,11.93,0,resolved
CMP-804028,Road flooding,"Every time it rains, the street gets flooded with knee-deep water because the roadside storm drains are blocked.",roads,roads,low,Ward 5,0,2,2026-05-11T16:25:40.499022,114.09,0,resolved
CMP-835957,No receipt generated,"The payment for property tax was successful, but no digital receipt was generated or sent.",billing,billing,low,Ward 3,0,2,2026-05-16T05:32:40.499022,60.65,0,resolved
CMP-939477,Transformer sparking,The electric transformer near the local market is sparking and emitting smoke. It could catch fire.,electricity,electricity,critical,Ward 9,0,2,2026-04-29T04:14:40.499022,1.03,0,resolved
CMP-761159,No garbage collection,The municipal waste collection truck has skipped our sector for the last four days.,sanitation,sanitation,low,Ward 6,0,2,2026-04-25T01:55:40.499022,35.32,0,resolved
CMP-968736,Stray dog menace,"A pack of aggressive stray dogs has gathered near the children's park in Ward 6, attacking passersby.",general,general,low,Ward 6,0,2,2026-04-17T21:38:40.499022,42.94,0,resolved
CMP-222403,Tax assessment error,My house tax assessment shows double the square footage of my actual property. Need correction.,property_tax,property_tax,low,Ward 7,0,2,2026-04-29T23:06:40.499022,67.08,0,resolved
CMP-673056,Street vendor encroachment,Street vendors have blocked the entire entrance gate of our society in Ward 10.,general,general,low,Ward 10,0,2,2026-06-01T13:23:40.499022,85.54,0,resolved
CMP-784709,Double payment charge,I paid my electricity bill through the portal. The money was debited twice but the status is still unpaid.,billing,billing,low,Ward 10,0,2,2026-05-07T18:51:40.499022,31.18,0,resolved
CMP-460720,Test,"Get rich quick, crypto tokens trading signal. Join our telegram channel for profits.",general,spam,low,Ward 3,1,16,2026-05-26T08:45:40.499022,0.0,0,rejected
CMP-841260,Potholes on road,Huge potholes have formed on the main road in Ward 3. Multiple two-wheelers have skidded today.,roads,roads,low,Ward 3,0,2,2026-04-25T14:41:40.499022,137.45,1,resolved
CMP-681259,Double payment charge,I paid my electricity bill through the portal. The money was debited twice but the status is still unpaid.,billing,billing,low,Ward 10,0,2,2026-05-28T14:26:40.499022,26.62,0,rejected
CMP-943061,No water supply,We have not received any drinking water supply for the last 3 days in Ward 2. Please look into this urgently.,water,water,low,Ward 2,0,2,2026-04-19T07:01:40.499022,41.29,0,resolved
CMP-253633,No water supply,We have not received any drinking water supply for the last 3 days in Ward 3. Please look into this urgently.,water,water,low,Ward 3,0,2,2026-04-06T08:42:40.499022,15.5,0,resolved
CMP-252968,Incorrect billing amount,"I received a water bill of Rs. 15,000 this month. Our typical bill is Rs. 300. This is a calculation error.",billing,billing,low,Ward 1,0,2,2026-04-18T03:01:40.499022,46.8,0,resolved
CMP-485873,Incorrect billing amount,"I received a water bill of Rs. 15,000 this month. Our typical bill is Rs. 300. This is a calculation error.",billing,billing,low,Ward 7,0,2,2026-04-09T02:23:40.499022,35.84,0,resolved
CMP-633546,Stray dog menace,"A pack of aggressive stray dogs has gathered near the children's park in Ward 6, attacking passersby.",general,general,low,Ward 6,0,2,2026-06-01T18:18:40.499022,116.33,0,resolved
CMP-947811,Open manhole,A deep sewer manhole is lying open on the middle of the road. This is a death trap for drivers.,roads,roads,low,Ward 3,0,2,2026-04-29T20:57:40.499022,164.67,1,resolved
CMP-427423,Streetlights broken,"None of the streetlights are working in our lane in Ward 4, making it extremely dark and unsafe at night.",electricity,electricity,low,Ward 4,0,2,2026-04-07T05:05:40.499022,16.52,0,resolved
CMP-765687,Clogged storm drain,"The drainage canal next to our housing society is filled with plastic bottles and black mud, emitting a bad odour.",sanitation,sanitation,low,Ward 10,0,2,2026-05-04T14:25:40.499022,71.04,0,resolved
CMP-208420,Incorrect billing amount,"I received a water bill of Rs. 15,000 this month. Our typical bill is Rs. 300. This is a calculation error.",billing,billing,low,Ward 6,0,1,2026-04-30T14:03:40.499022,21.86,0,resolved
CMP-402694,Road flooding,"Every time it rains, the street gets flooded with knee-deep water because the roadside storm drains are blocked.",roads,roads,low,Ward 2,0,2,2026-04-22T01:20:40.499022,126.06,1,resolved
CMP-275013,Meter billing issue,My digital electricity meter is running twice as fast even when all switches are turned off.,electricity,electricity,low,Ward 7,0,2,2026-05-12T14:17:40.499022,7.06,0,resolved
CMP-401448,Double payment charge,I paid my electricity bill through the portal. The money was debited twice but the status is still unpaid.,billing,billing,low,Ward 6,0,1,2026-04-09T02:49:40.499022,38.87,0,resolved
CMP-188896,Incorrect billing amount,"I received a water bill of Rs. 15,000 this month. Our typical bill is Rs. 300. This is a calculation error.",billing,billing,low,Ward 1,0,1,2026-04-24T03:31:40.499022,61.43,0,resolved
CMP-727544,Garbage dump overflow,The municipal garbage bin has not been cleared for a week. Garbage is spilling and dogs are scattering it.,sanitation,sanitation,low,Ward 10,0,2,2026-04-06T01:19:40.499022,93.65,0,resolved
CMP-754526,Power outage,Unscheduled power cuts for the past 8 hours in Ward 8. Electronic items are getting damaged.,electricity,electricity,low,Ward 8,0,2,2026-04-09T10:39:40.499022,11.57,0,resolved
CMP-945965,Traffic light malfunction,The traffic lights at the main crossing are flashing yellow and causing traffic jams.,roads,roads,medium,Ward 10,0,2,2026-04-20T13:27:40.499022,111.02,1,resolved
CMP-181737,Stray dog menace,"A pack of aggressive stray dogs has gathered near the children's park in Ward 5, attacking passersby.",general,general,low,Ward 5,0,1,2026-05-04T04:07:40.499022,41.44,0,resolved
CMP-460174,Clogged storm drain,"The drainage canal next to our housing society is filled with plastic bottles and black mud, emitting a bad odour.",sanitation,sanitation,low,Ward 6,0,1,2026-05-28T13:28:40.499022,52.16,0,resolved
CMP-695341,Road flooding,"Every time it rains, the street gets flooded with knee-deep water because the roadside storm drains are blocked.",roads,roads,low,Ward 7,0,1,2026-04-26T12:37:40.499022,121.86,1,resolved
CMP-694358,Public toilet unhygienic,The public toilet near Ward 1 bus stand has no running water and is extremely filthy.,sanitation,sanitation,low,Ward 1,0,1,2026-04-12T15:20:40.499022,63.29,0,resolved
CMP-584485,Promotional Alert,"Hello world, test 1 2 3.",general,spam,low,Ward 6,1,17,2026-04-13T05:06:40.499022,0.0,0,rejected
CMP-863677,Stray dog menace,"A pack of aggressive stray dogs has gathered near the children's park in Ward 8, attacking passersby.",general,general,low,Ward 8,0,1,2026-05-09T02:04:40.499022,81.21,0,resolved
CMP-943192,Traffic light malfunction,The traffic lights at the main crossing are flashing yellow and causing traffic jams.,roads,roads,medium,Ward 8,0,2,2026-05-26T11:57:40.499022,51.63,0,resolved
CMP-218698,Incorrect billing amount,"I received a water bill of Rs. 15,000 this month. Our typical bill is Rs. 300. This is a calculation error.",billing,billing,low,Ward 1,0,1,2026-04-23T08:48:40.499022,56.22,0,rejected
CMP-836947,Drainage leakage,Sewage water is overflowing from the main manhole and entering our house compound in Ward 8.,water,water,medium,Ward 8,0,1,2026-04-19T04:29:40.499022,10.62,0,resolved
CMP-918896,Stray dog menace,"A pack of aggressive stray dogs has gathered near the children's park in Ward 1, attacking passersby.",general,general,low,Ward 1,0,1,2026-04-08T05:47:40.499022,102.47,0,resolved
CMP-808355,Consumer ID link error,The system says my consumer ID is invalid when I try to query my monthly dues.,billing,billing,low,Ward 3,0,2,2026-04-24T15:18:40.499022,50.03,0,resolved
CMP-392212,Street vendor encroachment,Street vendors have blocked the entire entrance gate of our society in Ward 2.,general,general,low,Ward 2,0,1,2026-04-05T05:42:40.499022,118.22,0,resolved
CMP-590172,Incorrect tax rebate,The senior citizen tax discount was not applied to my online tax calculation.,property_tax,property_tax,low,Ward 8,0,1,2026-04-24T10:00:40.499022,43.16,0,resolved
CMP-431729,Open manhole,A deep sewer manhole is lying open on the middle of the road. This is a death trap for drivers.,roads,roads,low,Ward 3,0,2,2026-04-09T06:16:40.499022,126.75,1,resolved
CMP-656323,Promotional Alert,"Get rich quick, crypto tokens trading signal. Join our telegram channel for profits.",general,spam,low,Ward 6,1,11,2026-05-05T10:37:40.499022,0.0,0,rejected
CMP-986170,Property registration link,Unable to link my property tax ID to my mobile number on the municipal portal.,property_tax,property_tax,low,Ward 3,0,1,2026-04-25T18:14:40.499022,50.55,0,resolved
CMP-847047,Open manhole,A deep sewer manhole is lying open on the middle of the road. This is a death trap for drivers.,roads,roads,low,Ward 5,0,1,2026-04-23T22:47:40.499022,182.71,1,resolved
CMP-922881,No receipt generated,"The payment for property tax was successful, but no digital receipt was generated or sent.",billing,billing,low,Ward 10,0,2,2026-05-29T08:07:40.499022,55.78,0,resolved
CMP-511782,Road flooding,"Every time it rains, the street gets flooded with knee-deep water because the roadside storm drains are blocked.",roads,roads,low,Ward 5,0,1,2026-04-18T15:28:40.499022,78.35,0,resolved
CMP-143097,Power outage,Unscheduled power cuts for the past 8 hours in Ward 3. Electronic items are getting damaged.,electricity,electricity,low,Ward 3,0,1,2026-05-31T08:03:40.499022,8.59,0,resolved
CMP-831374,Street vendor encroachment,Street vendors have blocked the entire entrance gate of our society in Ward 3.,general,general,low,Ward 3,0,2,2026-05-31T21:12:40.499022,48.27,0,rejected
CMP-321617,Dead animal removal,A dead stray dog is lying on the side of the road near Ward 2 park. It is smelling terrible.,sanitation,sanitation,low,Ward 2,0,1,2026-04-15T04:25:40.499022,78.24,0,resolved
CMP-986308,Test,"Test complaint, please ignore this. Just testing the kiosk text input box 12345.",general,spam,low,Ward 9,1,20,2026-04-14T02:53:40.499022,0.0,0,rejected
CMP-594152,Potholes on road,Huge potholes have formed on the main road in Ward 1. Multiple two-wheelers have skidded today.,roads,roads,low,Ward 1,0,1,2026-05-25T21:38:40.499022,85.99,0,resolved
CMP-649148,Test,"Cheap weight loss pills, burn fat fast. Natural supplements no exercise needed.",general,spam,low,Ward 4,1,29,2026-04-30T16:52:40.499022,0.0,0,rejected
CMP-784350,Consumer ID link error,The system says my consumer ID is invalid when I try to query my monthly dues.,billing,billing,low,Ward 4,0,1,2026-05-28T01:32:40.499022,48.92,0,resolved
CMP-704117,Broken footpath,The pedestrian footpath is completely broken and blocked by debris near Ward 10 metro station.,roads,roads,medium,Ward 10,0,2,2026-05-19T17:59:40.499022,110.87,1,resolved
CMP-568924,Power outage,Unscheduled power cuts for the past 8 hours in Ward 2. Electronic items are getting damaged.,electricity,electricity,low,Ward 2,0,2,2026-05-15T13:04:40.499022,13.4,0,resolved
CMP-409140,Transformer sparking,The electric transformer near the local market is sparking and emitting smoke. It could catch fire.,electricity,electricity,critical,Ward 5,0,1,2026-05-10T17:35:40.499022,3.06,0,resolved
CMP-380739,Incorrect tax rebate,The senior citizen tax discount was not applied to my online tax calculation.,property_tax,property_tax,low,Ward 6,0,1,2026-05-30T12:42:40.499022,63.79,0,resolved
CMP-219380,Potholes on road,Huge potholes have formed on the main road in Ward 2. Multiple two-wheelers have skidded today.,roads,roads,low,Ward 2,0,1,2026-04-23T17:46:40.499022,83.18,0,resolved
CMP-700074,Public toilet unhygienic,The public toilet near Ward 2 bus stand has no running water and is extremely filthy.,sanitation,sanitation,low,Ward 2,0,1,2026-05-06T04:55:40.499022,97.16,0,resolved
CMP-313809,Garbage dump overflow,The municipal garbage bin has not been cleared for a week. Garbage is spilling and dogs are scattering it.,sanitation,sanitation,low,Ward 5,0,1,2026-04-10T22:49:40.499022,80.7,0,resolved
CMP-432681,Water pipeline burst,There is a major water pipe burst on Main Street in Ward 2. Drinking water is leaking onto the road and pressure is low.,water,water,critical,Ward 2,0,1,2026-04-17T10:56:40.499022,2.99,0,resolved
CMP-648392,Meter billing issue,My digital electricity meter is running twice as fast even when all switches are turned off.,electricity,electricity,low,Ward 3,0,2,2026-05-30T16:26:40.499022,10.29,0,rejected
CMP-543712,Stray dog menace,"A pack of aggressive stray dogs has gathered near the children's park in Ward 9, attacking passersby.",general,general,low,Ward 9,0,2,2026-05-07T13:03:40.499022,46.06,0,resolved
CMP-977497,Potholes on road,Huge potholes have formed on the main road in Ward 3. Multiple two-wheelers have skidded today.,roads,roads,low,Ward 3,0,1,2026-05-20T02:04:40.499022,162.64,1,resolved
CMP-252227,Power outage,Unscheduled power cuts for the past 8 hours in Ward 3. Electronic items are getting damaged.,electricity,electricity,low,Ward 3,0,2,2026-05-25T17:52:40.499022,16.44,0,resolved
CMP-778140,Street vendor encroachment,Street vendors have blocked the entire entrance gate of our society in Ward 1.,general,general,low,Ward 1,0,1,2026-05-18T02:32:40.499022,56.1,0,resolved
CMP-460523,Drainage leakage,Sewage water is overflowing from the main manhole and entering our house compound in Ward 5.,water,water,medium,Ward 5,0,1,2026-05-11T09:05:40.499022,28.6,0,resolved
CMP-167927,Traffic light malfunction,The traffic lights at the main crossing are flashing yellow and causing traffic jams.,roads,roads,medium,Ward 2,0,1,2026-05-14T19:13:40.499022,124.28,1,resolved
CMP-278029,Drainage leakage,Sewage water is overflowing from the main manhole and entering our house compound in Ward 2.,water,water,medium,Ward 2,0,2,2026-04-29T18:11:40.499022,28.52,0,resolved
CMP-206906,Street vendor encroachment,Street vendors have blocked the entire entrance gate of our society in Ward 5.,general,general,low,Ward 5,0,1,2026-05-21T02:55:40.499022,82.42,0,resolved
CMP-883812,Dangling wire,A live high-voltage electrical cable has snapped and is hanging low over the road near Ward 9 school.,electricity,electricity,medium,Ward 9,0,2,2026-04-20T00:20:40.499022,6.07,0,resolved
CMP-109959,Contaminated water,The drinking water supplied today is yellow and smells like drainage. It is completely unfit for consumption.,water,water,medium,Ward 3,0,1,2026-04-21T03:16:40.499022,23.83,0,resolved
CMP-368316,Open manhole,A deep sewer manhole is lying open on the middle of the road. This is a death trap for drivers.,roads,roads,low,Ward 3,0,1,2026-05-28T02:12:40.499022,92.38,0,resolved
CMP-738803,Incorrect billing amount,"I received a water bill of Rs. 15,000 this month. Our typical bill is Rs. 300. This is a calculation error.",billing,billing,low,Ward 10,0,2,2026-04-16T23:55:40.499022,22.66,0,resolved
CMP-858660,Public toilet unhygienic,The public toilet near Ward 10 bus stand has no running water and is extremely filthy.,sanitation,sanitation,low,Ward 10,0,1,2026-04-15T04:32:40.499022,68.42,0,resolved
CMP-834938,No garbage collection,The municipal waste collection truck has skipped our sector for the last four days.,sanitation,sanitation,low,Ward 2,0,2,2026-05-31T23:17:40.499022,45.26,0,resolved
CMP-643882,Tax assessment error,My house tax assessment shows double the square footage of my actual property. Need correction.,property_tax,property_tax,low,Ward 9,0,2,2026-05-27T12:48:40.499022,83.77,0,resolved
CMP-937912,Stray dog menace,"A pack of aggressive stray dogs has gathered near the children's park in Ward 10, attacking passersby.",general,general,low,Ward 10,0,2,2026-05-19T05:18:40.499022,74.22,0,resolved
CMP-137887,Low water pressure,The municipal water pressure is extremely low. It takes hours to fill a single bucket.,water,water,medium,Ward 6,0,1,2026-05-28T14:28:40.499022,13.42,0,resolved
CMP-541882,Double payment charge,I paid my electricity bill through the portal. The money was debited twice but the status is still unpaid.,billing,billing,low,Ward 2,0,1,2026-04-13T10:48:40.499022,56.58,0,resolved
CMP-391393,Street vendor encroachment,Street vendors have blocked the entire entrance gate of our society in Ward 10.,general,general,low,Ward 10,0,1,2026-04-18T04:36:40.499022,56.31,0,resolved
CMP-968834,Garbage dump overflow,The municipal garbage bin has not been cleared for a week. Garbage is spilling and dogs are scattering it.,sanitation,sanitation,low,Ward 5,0,2,2026-05-14T17:48:40.499022,66.67,0,resolved
CMP-315504,Loudspeaker noise pollution,Loud music is being played at high volume after midnight from the party hall near Ward 3 hospital.,general,general,low,Ward 3,0,2,2026-04-09T00:40:40.499022,102.91,0,resolved
CMP-255591,Clogged storm drain,"The drainage canal next to our housing society is filled with plastic bottles and black mud, emitting a bad odour.",sanitation,sanitation,low,Ward 10,0,1,2026-04-16T07:51:40.499022,95.42,0,resolved
CMP-523417,Broken footpath,The pedestrian footpath is completely broken and blocked by debris near Ward 10 metro station.,roads,roads,medium,Ward 10,0,1,2026-04-23T15:44:40.499022,129.3,1,rejected
CMP-368950,Streetlights broken,"None of the streetlights are working in our lane in Ward 4, making it extremely dark and unsafe at night.",electricity,electricity,low,Ward 4,0,1,2026-04-18T00:22:40.499022,19.6,0,resolved
CMP-618759,Incorrect billing amount,"I received a water bill of Rs. 15,000 this month. Our typical bill is Rs. 300. This is a calculation error.",billing,billing,low,Ward 6,0,2,2026-04-17T05:57:40.499022,27.35,0,resolved
CMP-753425,Incorrect tax rebate,The senior citizen tax discount was not applied to my online tax calculation.,property_tax,property_tax,low,Ward 5,0,1,2026-04-07T22:32:40.499022,120.03,1,resolved
CMP-978484,Double payment charge,I paid my electricity bill through the portal. The money was debited twice but the status is still unpaid.,billing,billing,low,Ward 7,0,1,2026-05-02T20:26:40.499022,27.83,0,resolved
CMP-772231,Dangling wire,A live high-voltage electrical cable has snapped and is hanging low over the road near Ward 3 school.,electricity,electricity,medium,Ward 3,0,2,2026-04-13T16:39:40.499022,4.23,0,rejected
CMP-268095,Dead animal removal,A dead stray dog is lying on the side of the road near Ward 3 park. It is smelling terrible.,sanitation,sanitation,low,Ward 3,0,2,2026-05-03T16:33:40.499022,79.18,0,rejected
CMP-849888,Loudspeaker noise pollution,Loud music is being played at high volume after midnight from the party hall near Ward 7 hospital.,general,general,low,Ward 7,0,1,2026-04-12T21:17:40.499022,89.22,0,rejected
CMP-343933,Stray dog menace,"A pack of aggressive stray dogs has gathered near the children's park in Ward 1, attacking passersby.",general,general,low,Ward 1,0,2,2026-06-02T00:06:40.499022,124.36,1,pending
CMP-392758,Double payment charge,I paid my electricity bill through the portal. The money was debited twice but the status is still unpaid.,billing,billing,low,Ward 1,0,2,2026-05-15T12:53:40.499022,59.59,0,resolved
CMP-815884,Streetlights broken,"None of the streetlights are working in our lane in Ward 2, making it extremely dark and unsafe at night.",electricity,electricity,low,Ward 2,0,1,2026-05-03T11:41:40.499022,19.89,0,resolved
CMP-516345,Loudspeaker noise pollution,Loud music is being played at high volume after midnight from the party hall near Ward 2 hospital.,general,general,low,Ward 2,0,2,2026-04-11T12:34:40.499022,94.16,0,resolved
CMP-799850,Dead animal removal,A dead stray dog is lying on the side of the road near Ward 3 park. It is smelling terrible.,sanitation,sanitation,low,Ward 3,0,2,2026-04-17T20:17:40.499022,75.61,0,resolved
CMP-549143,Consumer ID link error,The system says my consumer ID is invalid when I try to query my monthly dues.,billing,billing,low,Ward 3,0,2,2026-04-19T10:15:40.499022,61.93,0,resolved
CMP-494422,Public toilet unhygienic,The public toilet near Ward 9 bus stand has no running water and is extremely filthy.,sanitation,sanitation,low,Ward 9,0,2,2026-04-09T19:59:40.499022,83.22,0,resolved
CMP-269127,Open manhole,A deep sewer manhole is lying open on the middle of the road. This is a death trap for drivers.,roads,roads,low,Ward 10,0,2,2026-05-04T19:09:40.499022,102.48,0,resolved
CMP-395061,Drainage leakage,Sewage water is overflowing from the main manhole and entering our house compound in Ward 7.,water,water,medium,Ward 7,0,2,2026-04-13T18:53:40.499022,26.65,0,resolved
CMP-584135,Power outage,Unscheduled power cuts for the past 8 hours in Ward 9. Electronic items are getting damaged.,electricity,electricity,low,Ward 9,0,1,2026-05-25T04:48:40.499022,8.33,0,resolved
CMP-913276,Incorrect billing amount,"I received a water bill of Rs. 15,000 this month. Our typical bill is Rs. 300. This is a calculation error.",billing,billing,low,Ward 4,0,2,2026-04-07T11:38:40.499022,29.85,0,resolved
CMP-835337,Incorrect tax rebate,The senior citizen tax discount was not applied to my online tax calculation.,property_tax,property_tax,low,Ward 6,0,1,2026-04-20T02:52:40.499022,113.36,0,rejected
CMP-326973,Stray dog menace,"A pack of aggressive stray dogs has gathered near the children's park in Ward 6, attacking passersby.",general,general,low,Ward 6,0,2,2026-05-18T06:53:40.499022,111.33,0,resolved
CMP-194695,Consumer ID link error,The system says my consumer ID is invalid when I try to query my monthly dues.,billing,billing,low,Ward 6,0,1,2026-04-24T05:38:40.499022,30.3,0,resolved
CMP-319389,Street vendor encroachment,Street vendors have blocked the entire entrance gate of our society in Ward 5.,general,general,low,Ward 5,0,1,2026-04-09T02:56:40.499022,104.72,0,resolved
CMP-554995,Transformer sparking,The electric transformer near the local market is sparking and emitting smoke. It could catch fire.,electricity,electricity,critical,Ward 5,0,2,2026-04-15T21:05:40.499022,2.06,0,resolved
CMP-151303,Low water pressure,The municipal water pressure is extremely low. It takes hours to fill a single bucket.,water,water,medium,Ward 8,0,2,2026-05-17T20:00:40.499022,26.01,0,resolved
CMP-972546,Road flooding,"Every time it rains, the street gets flooded with knee-deep water because the roadside storm drains are blocked.",roads,roads,low,Ward 10,0,1,2026-04-14T02:23:40.499022,118.88,0,resolved
CMP-854619,Loudspeaker noise pollution,Loud music is being played at high volume after midnight from the party hall near Ward 4 hospital.,general,general,low,Ward 4,0,2,2026-04-25T10:38:40.499022,101.89,0,resolved
CMP-715247,No receipt generated,"The payment for property tax was successful, but no digital receipt was generated or sent.",billing,billing,low,Ward 7,0,1,2026-04-24T03:12:40.499022,50.03,0,resolved
CMP-705915,Drainage leakage,Sewage water is overflowing from the main manhole and entering our house compound in Ward 5.,water,water,medium,Ward 5,0,2,2026-04-28T20:55:40.499022,15.15,0,resolved
CMP-690338,Contaminated water,The drinking water supplied today is yellow and smells like drainage. It is completely unfit for consumption.,water,water,medium,Ward 4,0,2,2026-05-14T04:53:40.499022,24.82,0,resolved
CMP-303571,Meter billing issue,My digital electricity meter is running twice as fast even when all switches are turned off.,electricity,electricity,low,Ward 4,0,2,2026-04-17T15:04:40.499022,20.63,0,resolved
CMP-806731,Dead animal removal,A dead stray dog is lying on the side of the road near Ward 2 park. It is smelling terrible.,sanitation,sanitation,low,Ward 2,0,1,2026-04-14T20:47:40.499022,94.53,0,rejected
CMP-802716,Property registration link,Unable to link my property tax ID to my mobile number on the municipal portal.,property_tax,property_tax,low,Ward 1,0,1,2026-05-05T02:24:40.499022,60.1,0,resolved
CMP-361323,Water pipeline burst,There is a major water pipe burst on Main Street in Ward 7. Drinking water is leaking onto the road and pressure is low.,water,water,critical,Ward 7,0,2,2026-05-05T06:40:40.499022,3.08,0,rejected
CMP-983484,Potholes on road,Huge potholes have formed on the main road in Ward 3. Multiple two-wheelers have skidded today.,roads,roads,low,Ward 3,0,2,2026-04-25T07:40:40.499022,158.44,1,resolved
CMP-692287,Incorrect billing amount,"I received a water bill of Rs. 15,000 this month. Our typical bill is Rs. 300. This is a calculation error.",billing,billing,low,Ward 1,0,1,2026-04-27T08:09:40.499022,58.42,0,resolved
CMP-823536,No garbage collection,The municipal waste collection truck has skipped our sector for the last four days.,sanitation,sanitation,low,Ward 3,0,2,2026-05-19T14:36:40.499022,80.65,0,resolved
CMP-648887,Meter billing issue,My digital electricity meter is running twice as fast even when all switches are turned off.,electricity,electricity,low,Ward 3,0,1,2026-04-15T17:48:40.499022,13.6,0,resolved
CMP-426454,Double payment charge,I paid my electricity bill through the portal. The money was debited twice but the status is still unpaid.,billing,billing,low,Ward 8,0,1,2026-05-06T01:51:40.499022,20.51,0,resolved
CMP-132601,Promotional Alert,Earn $5000 a day working from home! Click here: www.fakeurl.com/money,general,spam,low,Ward 5,1,21,2026-04-09T04:48:40.499022,0.0,0,rejected
CMP-874286,Power outage,Unscheduled power cuts for the past 8 hours in Ward 6. Electronic items are getting damaged.,electricity,electricity,low,Ward 6,0,2,2026-04-22T08:30:40.499022,13.63,0,resolved
